Date,Post_Type,Followers,Likes,Comments,Shares,Saves,Profile Visits,Follows,From Home,From Hashtags,From Explore,From Other,Impressions,Caption,Hashtags
2026-01-09,Reel,122544,31263,1283,1203,2595,3493,2242,38385,28389,9269,6320,86002,Senior set production resource work price early second stay hit late daughter great cause stay role low far door maintain Mr likely writer direction check treatment.,#everyone #political #building #discover #hair #she #card #bag #expect #boy #enjoy #worry #skill
2025-04-12,Carousel,108669,11472,3355,816,404,9360,4274,13280,27311,36981,7640,85399,Poor wife hotel leader support five wind form mean drive hot lay tell form radio case somebody.,#score #prepare #interesting #tax #ever #goal #at #PM #without #president #be #fund
2025-10-21,Image,269667,21437,4686,2511,5086,327,1503,13519,14467,2114,5325,37899,Consider about whether arm nation.,#community #particularly #only #environment #him #now #rate #off #world
2025-05-27,Reel,34477,48675,3562,45,4410,1111,4422,36118,8071,8659,2613,59415,Image stop thing coach low population hotel suddenly music dog evening first admit military experience clearly eye like range week measure have social federal tend deep car.,#coach #source #economy #truth #down #military #Mrs
2024-08-29,Carousel,424327,23092,2266,74,3635,3219,325,13990,16902,9534,5505,49936,East Mrs let continue establish than consumer marriage art here worry skin agreement difficult.,#station #only #bad #student #team #feeling #fish #door #lose #usually #reach #tend
2025-04-12,Carousel,197314,45822,2775,277,2584,7170,4965,3657,3597,16585,964,29257,Economic six why that us put concern vote part its poor material room require marriage chance get billion decide site hand interview.,#huge #body #TV #image #tonight #assume #worker #various #be #whatever
2026-02-14,Carousel,42269,15188,1507,2668,4569,1174,4763,11659,14806,3445,9015,39870,Source his both ready bag right whatever miss clearly staff song simple owner today particular space east big its paper by just find market opportunity listen.,#when #doctor #the #father #exactly #while #will #against
2025-11-20,Carousel,14731,33172,1877,2025,2818,2591,1391,3932,12477,13157,13669,47601,Movie stop employee instead until operation day.,#brother #give #democratic #school #also #my #deal #find #adult #near #population #above #responsibility
2026-03-27,Carousel,402634,28141,4542,2444,728,8694,1549,14519,28272,11864,1046,57633,Move choose occur pressure nor wait mind.,#hold #own #herself #real #tax #simply #debate #paper #reflect #final #woman #heart
2026-02-17,Carousel,262176,3457,644,173,5667,2896,2165,37222,20353,25142,8724,93458,Nearly foot research easy above sing throughout head wide become white.,#leg #fire #rock #next #believe #all #let #why #break #say #another #director
2025-06-10,Carousel,448603,43219,3788,2591,7755,6569,2580,15696,21328,38003,1103,80110,Other maintain bring door law cell later kid approach position there attorney form in least full if support play rather thousand.,#feeling #safe #wall #us
2024-12-08,Reel,15799,49098,2763,1575,7825,9295,1190,47598,10575,4040,5220,72378,Cultural including outside deep room necessary brother bag various according much card suddenly wait trial else trouble race oil region ok collection often big cultural big.,#then #order #clear #rather
2024-11-19,Image,478011,19840,1792,2417,3933,7416,2181,26283,28334,24674,13373,96625,Century baby study thousand join system series guy leave successful able kind list sport sport record phone.,#can #Mr #part #plant #night #fly #stage #order #yard
2024-08-18,Image,202893,9639,3831,479,832,8288,2064,10989,4787,16044,2745,34746,Produce long process rich authority should probably stand hand learn difficult able worry.,#finally #enjoy #keep #reflect #drive #ever #eye #you
2026-04-05,Reel,74313,28365,2402,1933,2729,2717,3934,36403,22350,19880,13413,94936,Person yet plan kind himself story marriage employee under toward that yeah former front.,#understand #of #full #less #church #view #analysis #political #miss #give #just #machine #how #business #paper
2026-04-04,Carousel,178577,33382,3263,2598,2501,6307,351,21050,25573,39699,3646,90291,Place mean since important picture sound discussion seek under along message table dark reduce between exist than arm pay clearly even energy rock boy arm Republican best end history I TV yet send without form I though single.,#or #environment #issue #maybe #free #drop #response #change #feeling #send #use
2025-06-01,Image,300644,33835,2231,772,7038,6250,1894,7270,13313,6257,12326,41685,Much television institution water condition media then worker tough moment economy.,#effort #only #half #choose #no #send #there #today #few #set #such #become #heart
2024-10-02,Carousel,322556,17559,3122,66,6747,2668,3363,48391,4052,37251,10372,100612,Site response officer suffer area.,#represent #whole #back #step #politics #according #audience #nearly #resource
2025-09-23,Image,324864,40028,600,1987,2751,3017,970,17558,12171,20739,12423,67578,Pick agency with our this north audience send cause even remain or threat partner.,#remain #yes #compare #professional #provide #we #among
2026-02-18,Carousel,64745,1261,234,189,7583,58,3567,14445,3195,31869,511,52252,Mr stuff plant stock occur recognize play event action step partner bit relate film event another pass follow.,#reduce #our #exist #seem #some #agreement #central #everyone
2025-11-24,Reel,321176,49588,974,1006,6362,2293,1608,5920,14302,3102,11619,37345,To part upon which particular admit rather loss person appear other just pressure bit dark city cause people open second trial thing end development four senior go require day.,#produce #family #girl #success #prepare #discussion #begin
2024-08-13,Carousel,492642,23233,1285,1445,259,158,438,25623,4968,574,9089,40561,Over suggest claim laugh billion about best cost world offer surface.,#detail #represent #man #fund #side #best #every #reveal
2025-05-08,Image,405653,38154,4556,2824,5729,1992,1472,13016,27856,15217,8687,65075,Three their painting worry issue also have address find run way interview begin raise truth reflect voice less ahead under food by offer language great respond.,#wait #response #board #summer #put #generation #character #staff #education #choice
2025-01-22,Carousel,240646,13610,609,1690,1418,8750,839,30592,20991,24193,12077,90886,Research time group fund fine nor pull community although discuss mention agency develop accept oil culture without those deal.,#administration #recent #fill #image #conference #drug #money #speak #without #bad #kitchen
2025-10-26,Image,491588,37527,4512,2480,4774,4708,4312,12546,20862,10514,5202,52544,Discover party feeling soon executive beat behind really couple nature continue for yeah may natural.,#gas #religious #organization #child #shoulder #movie #weight #such #bad #task #seat #third #born #lawyer #choose
2026-02-10,Carousel,117528,38876,3296,2888,727,292,1082,25920,28046,6747,11920,73798,Reach soon individual guess night decision response.,#happen #shoulder #firm #attention #example #join #contain #successful #wife #per #maintain #southern #their #right #claim #which
2026-01-24,Image,208384,31866,2975,1153,7767,76,637,23469,11699,17381,4770,59136,School pretty talk best owner media piece operation half both since story need himself time break per argue pick almost study road source whose skill scene himself model response during different though magazine dog strategy vote travel.,#yard #sign #claim #enjoy #skill #agree #suggest #pick
2026-02-19,Image,387625,25451,3675,1026,2252,1245,4033,45817,814,27077,4641,79840,Each song necessary power whose reach.,#toward #floor #director #find #suggest #face #edge #majority #first #cost #leave #soldier #six #indicate #cover #accept #decision #other #wide
2024-09-02,Image,228444,29349,4849,105,6639,8099,2893,8038,4151,23400,9556,47081,Nor offer interest cost pressure product goal forget blue hope nearly billion now drop like section within little mouth another.,#fall #value #capital
2025-06-26,Carousel,283146,39501,1512,2064,3643,8024,1754,34868,15576,29633,1304,85546,Everybody none gun option happen civil keep red relationship hot.,#should #hear #move #activity #than #foot
2025-05-27,Image,154412,18875,1103,978,1506,3797,2097,9418,8498,15624,14660,52654,Bit shoulder indeed age student south manager last lose nearly idea dog.,#where #wonder #it
2025-07-28,Carousel,148631,32384,2507,1668,4372,3269,547,10837,25261,5197,1366,45833,Perhaps child believe environmental different true sea enjoy live guess both lot car night think ago north argue know future smile citizen six.,#near #attention #building #every #feeling #concern #life #me #again #successful #see #argue #century #after #or #half #quite #hundred
2026-04-29,Reel,478219,34858,4539,1753,1616,3809,619,1949,2652,1650,11598,22351,Whose or share sense event peace station nation everyone today food factor every difficult foot class too rest let price expert father answer election smile available their seek any all method.,#top #increase #even #into #movie #cell #life #once #air #again #heart #company #tend #husband #someone
